round,average_score,average_distance,num_closer_than_average,winner,score,distance,lat,lng,description,silver,silver_score,silver_distance,silver_lat,silver_lng,silver_description,bronze,bronze_score,bronze_distance,bronze_lat,bronze_lng,bronze_description,loser,loser_score,loser_distance,loser_lat,loser_lng,loser_description
Nakhon Sawan,5793.098877887789,6858964.206731075,390,Thailand,12999.25,2996.8380434986448,15.682681276884678,100.15328400743907,Nakhon Sawan centroid,bobio,11966.89,110511.71643042698,15.486892,101.143929,,godless-life,10960.74,113052.82718534669,14.798754,100.615456,,Peru,453.64,18199126.346337575,-0.038959409999904,-75.18869018599992,Northmost point
Phitsanulok,5805.46698569857,6809453.708032642,392,Thailand,12995.05,19808.367620014847,16.935590745000127,100.11279296900005,Sukhothai eastmost point,iode,11985.35,36590.37436716351,16.8461,99.9155,,Laos,10961.1,111616.82573007098,17.57215123500004,100.96009095000005,Xaignabouri southwestmost point,Peru,482.63,18083072.757219244,-0.038959409999904,-75.18869018599992,Northmost point
Uttaradit,5815.629603960396,6768773.206740515,392,Thailand,12995.86,16591.240807822,17.710041047000114,99.96512603700018,Sukhothai northeastmost point,iode,11972.33,88726.73530353722,16.8461,99.9155,,Laos,10966.01,91967.20832335268,17.57215123500004,100.96009095000005,Xaignabouri southwestmost point,Peru,505.23,17992586.74641984,-0.038959409999904,-75.18869018599992,Northmost point
Phrae,5821.566809680968,6745006.931986797,391,Thailand,12998.89,4459.54207893822,18.185491208253183,100.14770338963805,Phrae pole of inaccessibility,Laos,11967.61,107631.56724029199,17.57215123500004,100.96009095000005,Xaignabouri southwestmost point,riblet,10954.15,139441.40585345816,18.781338,99.001245,,Peru,518.87,17937983.32852605,-0.038959409999904,-75.18869018599992,Northmost point
Pong,5832.908503850385,6699606.31413193,390,Thailand,12997.21,11187.69528325056,19.167556694002588,100.17047362174988,Phayao pole of inaccessibility,Laos,11977.61,67603.74887117077,19.744733811000174,100.40555572500006,Xaignabouri westmost point,maplemanatee,10965.95,92229.4495195152,19.824195,99.763735,,Peru,545.03,17833262.447029382,-0.038959409999904,-75.18869018599992,Northmost point
Ban Houakhoua,5845.151507150715,6650621.681474849,389,Laos,12998.74,5062.338759527677,20.240899418725277,100.50213863088072,Bokeo boundary circular mean,Thailand,11991.02,13886.106248129909,20.34865951600017,100.3771286010001,Chiang Rai northeastmost point,Myanmar,10979.11,39541.75898962272,20.355703354000187,100.09310150100009,Shan southeastmost point,Hugo,545.0,17833395.51543772,-38.698021,-71.815272,
Möng La,5863.0899889989,6578813.525107282,389,Myanmar,12984.8,60851.92299118653,21.422577172277855,99.48847825706267,"21.422577, 99.488478",China,11979.03,61911.541203436944,21.80358358470602,100.59486700747514,"21.803584, 100.594867",Laos,10968.0,84007.85516917595,21.312124253000153,100.72710418700007,Northwestmost point,Hugo,511.47,17967618.089083783,-38.698021,-71.815272,
Simao,5871.090242024203,6546788.523571294,382,pandem,12999.51,1969.3179264875255,22.770978,100.97325,,China,11984.64,39439.636064847306,22.844805751764845,100.59486700747514,"22.844806, 100.594867",Laos,10968.7,81215.52921118878,22.44823695724783,101.67487666408447,Phôngsali northwestmost point,Hugo,473.83,18118296.874185085,-38.698021,-71.815272,
Lincang,5886.387062706271,6485554.330921337,383,China,12986.79,52870.293979064125,23.88602791882367,99.57459659632514,"23.886028, 99.574597",Myanmar,11967.85,106648.86297430117,23.07830047500011,99.520072937,Shan northeastmost point,pandem,10950.9,152476.52923566234,22.770978,100.97325,,Hugo,453.7,18198848.184663046,-38.698021,-71.815272,
Aihua,5891.974675467547,6463187.662374296,382,China,12981.1,75654.43260676003,24.927250085882495,100.59486700747514,"24.92725, 100.594867",Myanmar,11962.78,126934.76559867861,24.155031205000114,98.88095092800017,Shan northmost point,Talking Nonsense,10956.01,132012.74143401912,25.59602,100.250585,,Hugo,439.96,18253884.502286393,-38.698021,-71.815272,
Dali (Yunnan),5903.502640264026,6417041.246701061,382,Talking Nonsense,12998.99,4040.1314552309364,25.59602,100.250585,,berlinosaurus,11991.28,12850.592827023289,25.691228,100.162483,,BD82,10985.56,13736.44197354201,25.69691,100.15488,,Hugo,409.25,18376812.98784736,-38.698021,-71.815272,
Yongbei,5911.736061606161,6384107.697470627,385,China,12988.9,44424.42741664843,27.009694420000145,100.59486700747514,"27.009694, 100.594867",Talking Nonsense,11977.66,67392.5491057805,26.392861,100.165412,,sunflower,10969.25,78987.55074509414,26.900572,100.037828,,Hugo,376.53,18507777.868803713,-38.698021,-71.815272,
Xinyingpan,5916.323575357535,6365767.4870949825,389,China,12990.84,36667.60173836497,27.009694420000145,100.59486700747514,"27.009694, 100.594867",Talking Nonsense,11977.71,67197.78206559573,27.166598,100.240789,,sunflower,10969.03,79884.3697504784,27.19145,100.112903,,Hugo,361.98,18566008.894989107,-38.698021,-71.815272,
Daocheng,5937.055940594059,6282775.583414182,405,China,12992.62,29533.772889950767,29.092138754117798,100.59486700747514,"29.092139, 100.594867",BD82,11958.77,143010.18555100745,27.8617,99.70567,,berlinosaurus,10953.21,143229.04136857283,27.882024,99.650798,,Hugo,389.14,18457302.76424172,-18.01324,-70.250086,
Rulong,5954.660550055006,6212304.4298576005,415,China,12990.63,37489.97059374359,31.174583088235448,100.59486700747514,"31.174583, 100.594867",𝓥𝓸𝓲𝓭,11938.65,223552.63162829354,29.586953,102.031396,,UltraTech66,10920.55,273952.2071046933,30.075761,102.988379,,Hugo,430.67,18291049.927729383,-18.01324,-70.250086,
Xindou,5957.303828382838,6201723.382108442,410,China,12993.52,25921.251491476658,31.174583088235448,100.59486700747514,"31.174583, 100.594867",𝓥𝓸𝓲𝓭,11934.7,239347.61308065438,29.586953,102.031396,,UltraTech66,10922.75,265142.3887900977,30.075761,102.988379,,Hugo,436.1,18269302.75346063,-18.01324,-70.250086,
Dagkar,5973.901870187019,6135280.939045274,428,China,12986.43,54338.369703821205,33.2570274223531,99.57459659632514,"33.257027, 99.574597",Yutong,11914.33,320900.7688813252,35.11606,102.42939,,them,10906.2,331405.10546507244,35.187663,102.504933,,Hugo,481.16,18088950.99699541,-18.01324,-70.250086,
Baiyu (Qinghai),5973.935742574257,6135145.2724875575,424,China,12998.31,6751.4288329806495,33.2570274223531,100.59486700747514,"33.257027, 100.594867",Yutong,11929.14,261600.48264967964,35.11606,102.42939,,them,10921.01,272109.53369349864,35.187663,102.504933,,Hugo,480.42,18091886.343851406,-18.01324,-70.250086,
Maqin County,5985.750594059406,6087826.220958136,433,China,12990.6,37612.52651698288,34.298249589411924,100.59486700747514,"34.29825, 100.594867",Yutong,11941.57,211836.63686547405,35.11606,102.42939,,them,10933.78,220989.05405429724,35.187663,102.504933,,Hugo,514.25,17956483.19915385,-18.01324,-70.250086,
Bagou,5991.691265126513,6064045.975644634,434,China,12995.17,19349.674279376453,35.33947175647075,100.59486700747514,"35.339472, 100.594867",Yutong,11948.17,185443.51990315772,35.11606,102.42939,,them,10941.11,191633.93543656237,35.187663,102.504933,,Hugo,532.0,17885412.55587769,-18.01324,-70.250086,
Qabqa,5998.83400440044,6035453.00000472,434,China,12997.21,11161.710753978768,36.38069392352958,100.59486700747514,"36.380694, 100.594867",Yutong,11942.28,209018.95125096833,35.11606,102.42939,,them,10936.62,209627.0417180213,35.187804,102.504947,,Hugo,554.7,17794551.60158871,-18.01324,-70.250086,
Shaliuhe,6008.941551155115,5994993.080849079,445,China,12989.49,42064.799711699874,37.4219160905884,100.59486700747514,"37.421916, 100.594867",them,11914.83,318891.65939520363,35.187804,102.504947,,Yutong,10908.91,320552.6241101288,35.11606,102.42939,,Hugo,585.44,17671520.791622255,-18.01324,-70.250086,
Zhangye,6019.970473047305,5950844.2736541405,456,China,12986.55,53830.33691964881,38.46313825764722,100.59486700747514,"38.463138, 100.594867",Yutong,11897.82,386991.49275524105,36.531996,103.63674,,Mongolia,10886.7,409435.3436572958,42.1558329271112,102.79908715490336,"42.155833, 102.799087",Uruguay,617.75,17542173.168384533,-32.724189757999966,-53.094245909999984,Eastmost point 3
Jing’an (Gansu),6021.429834983498,5945002.090503252,469,China,12988.21,47207.3759081196,39.50436042470605,100.59486700747514,"39.50436, 100.594867",Mongolia,11896.33,392968.2435526088,42.570083618000126,99.49627685500008,Bayanhongor southmost point,Yutong,10888.42,402566.3593887035,36.531996,103.63674,,Uruguay,619.3,17535988.089143615,-32.724189757999966,-53.094245909999984,Eastmost point 3
Bayanbaogede,6037.279064906491,5881557.461272746,479,China,12989.83,40694.09503120375,41.5868047588237,100.59486700747514,"41.586805, 100.594867",Mongolia,11952.7,167306.08918672058,42.58592987100007,99.59692382800017,Ömnögovi southwestmost point,Lyndx,10850.32,555099.8680892871,40.408223,93.969659,,Uruguay,629.14,17496560.625567686,-32.724189757999966,-53.094245909999984,Eastmost point 3
Hatansuudal,6059.307326732674,5793402.718864545,482,Mongolia,12997.68,9281.546866823279,44.50841267955562,100.72330364070982,"44.508413, 100.723304",China,11941.01,214087.1993629697,42.62802692588252,100.59486700747514,"42.628027, 100.594867",Pete,10907.19,327442.7926408815,47.4905,100.879,,Uruguay,650.0,17413077.81865246,-32.724189757999966,-53.094245909999984,Eastmost point 3
Bodĭ,6066.072783278328,5766320.63154583,491,Mongolia,12986.78,52901.837591401316,45.14753723100006,101.13632202100013,Övörhangay westmost point,Pete,11936.45,232328.33878689652,47.4905,100.879,,China,10911.66,309535.9289342515,42.62802692588252,100.59486700747514,"42.628027, 100.594867",Uruguay,663.77,17357972.797173686,-32.09614759899995,-53.72521589999997,Cerro Largo northeastmost point
Bayanhongor,6070.466952695269,5748730.1913865,498,Mongolia,12982.15,71457.36163812518,46.01673979287385,99.82731951227419,Bayanhongor pole of inaccessibility,Pete,11958.36,144634.11520240863,47.4905,100.879,,China,10889.89,396687.5962842628,42.62802692588252,100.59486700747514,"42.628027, 100.594867",Uruguay,670.72,17330138.238104712,-32.09614759899995,-53.72521589999997,Cerro Largo northeastmost point
Dzaanhoshuu,6077.678712871287,5719862.0688424595,498,Pete,12999.92,321.18933703214816,47.4905,100.879,,Mongolia,11984.76,38967.052355216816,47.831890894130765,101.01222290817014,Arhangay boundary circular mean,Vladimir Putin,10900.61,353765.49731279665,50.103947001000165,98.11618000100003,Tuva southeastmost point,Uruguay,685.02,17272888.554112114,-32.09614759899995,-53.72521589999997,Cerro Largo northeastmost point
Bayantsagaan,6085.160660066007,5689911.126471198,512,Mongolia,12986.81,52789.45799915392,49.20492553700012,100.70272064200009,Arhangay northmost point,Pete,11960.72,135199.13421871455,47.51811,100.87236,,Vladimir Putin,10927.87,244633.84378243587,50.103947001000165,98.11618000100003,Tuva southeastmost point,Uruguay,704.55,17194724.74706392,-31.456563299999853,-54.58676529999997,Rivera northeastmost point
Mörön (Hövsgöl),6092.5460176017605,5660348.032377788,517,Mongolia,12984.59,61685.084253416666,49.20492553700012,100.70272064200009,Arhangay northmost point,Vladimir Putin,11955.6,155676.986291126,50.103947001000165,98.11618000100003,Tuva southeastmost point,Pete,10928.78,241017.8613583578,47.51811,100.87236,,Uruguay,727.6,17102441.212608892,-31.456563299999853,-54.58676529999997,Rivera northeastmost point
Manhan,6095.652299229923,5647889.202753178,525,Mongolia,12996.5,13997.71896559918,50.215838713356305,99.91312900361984,Hövsgöl centroid,Vladimir Putin,11960.17,137410.06333501547,50.103947001000165,98.11618000100003,Tuva southeastmost point,Pete,10915.1,295765.26954631956,47.51811,100.87236,,Uruguay,737.08,17064500.978710648,-31.456563299999853,-54.58676529999997,Rivera northeastmost point
Turt,6100.29503850385,5629304.208669564,532,Mongolia,12998.06,7780.903158345485,51.56615193688889,100.72330364070982,"51.566152, 100.723304",Vladimir Putin,11980.76,54992.7302158207,51.75830078100007,99.97607422000004,Buryat southwestmost point,Venus,10936.47,210227.74624601708,51.636778,103.697528,,Uruguay,752.44,17003027.883878157,-30.832907098999954,-55.57857330099989,Rivera northmost point
Tulun,6115.497612761276,5568424.136566778,538,Vladimir Putin,12989.29,42871.958827329116,54.223282758192326,100.27855153203353,"54.223283, 100.278552",The Siberian,11931.49,252200.5495715316,53.3795,103.862135,,Mongolia,10916.55,289956.6101075398,52.154296875,98.92047119200004,Northmost point,Uruguay,812.85,16761181.01073304,-30.08539599999989,-57.066909,Northmost point
Ilir,6118.069680968097,5558103.977871641,541,Vladimir Putin,12993.46,26168.917392749157,55.26603612580771,100.27855153203353,"55.266036, 100.278552",The Siberian,11921.85,290796.22183871904,53.3795,103.862135,,Mongolia,10898.9,360613.726868949,52.154296875,98.92047119200004,Northmost point,Uruguay,825.29,16711373.202221474,-30.08539599999989,-57.066909,Northmost point
Tura (Russia),6160.166182618262,5389567.434413089,577,Vladimir Putin,12989.61,41589.52551273892,64.65081643434618,100.27855153203353,"64.650816, 100.278552",Pelmeshka,11744.04,1002572.3632978013,56.023647,92.859935,,Dreamysyu,10738.14,1004149.1775779922,56.006304,92.87023,,Uruguay,1029.37,15894460.144842504,-30.08539599999989,-57.066909,Northmost point
Ipuh,5524.769713971397,7933087.163121699,410,Indonesia,12989.09,43691.84400669679,-3.045345105478941,101.87517117367486,Bengkulu pole of inaccessibility,puupaa,11929.26,261128.5055267048,-0.943028,100.362083,,Malaysia,10857.68,525610.7521826988,1.264445,103.50944500000014,Johor southmost point 1,Panama,219.05,19138164.850102816,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Sungai Penuh,5541.365786578658,7866653.481344209,405,Indonesia,12993.2,27207.82322917652,-2.276751278999939,101.28546905500008,Bengkulu northmost point,puupaa,11952.39,168542.24400147592,-0.943028,100.362083,,Malaysia,10879.59,437931.4071089342,1.264445,103.50944500000014,Johor southmost point 1,Panama,240.4,19052691.889825612,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Lubukgadang,5550.771859185918,7829000.442403798,406,Indonesia,12992.24,31045.28194441638,-1.763849854999876,101.12860107400019,Jambi westmost point,puupaa,11964.46,120219.87563509066,-0.943028,100.362083,,Malaysia,10889.68,397519.06274729694,1.264445,103.50944500000014,Johor southmost point 1,Panama,251.92,19006586.539258055,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Pekanbaru,5584.060715071507,7695744.8846800905,393,Indonesia,12989.81,40775.69833341385,0.50982388266343,101.80832546436524,Riau centroid,puupaa,11954.01,162050.9683357152,-0.286528,100.225611,,Malaysia,10939.8,196882.45823737237,2.046950000000152,102.332588,Melaka southmost point 1,Panama,305.43,18792404.73595267,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Dumai,5602.252871287129,7622921.250516338,393,Indonesia,12977.62,89573.12950167853,0.977753303325443,101.8600456319524,Riau boundary circular mean,Malaysia,11970.96,94201.85769457209,2.411575,101.847748,Negeri Sembilan southwestmost point,maclang23,10962.36,106590.0435808428,2.190861,102.246472,,Panama,335.14,18673466.13430244,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Seremban,5616.535863586359,7565746.581261166,386,godless-life,12999.63,1499.7449739312985,2.7275,101.924778,,Malaysia,11989.08,21658.0861267292,2.53494769983395,101.93506818075736,Negeri Sembilan boundary circular mean,Tat & Ptar,10982.72,25074.949393440278,2.747774,101.713064,,Panama,367.61,18543473.592542656,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Kuala Lumpur,5623.361155115512,7538425.016029865,388,ManasMan,12999.8,812.2639511692064,3.133908,101.686096,,Malaysia,11994.26,953.8802240572834,3.132685145807689,101.68548580467059,Kuala Lumpur centroid,Tat & Ptar,10988.71,1127.1409113275174,3.143413,101.696437,,Panama,375.92,18510213.02916519,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Ipoh,5644.854400440044,7452387.445850502,395,Mɪɴ̌ᴀ,12999.63,1465.5346185827475,4.597271,101.082415,,AardvarkChan🇭🇰,11993.41,4333.897970397763,4.558633,101.112499,,Malaysia,10983.78,20859.880689069825,4.770086891774201,101.10751084093569,Perak centroid,Ecuador,402.84,18402449.29461633,1.679036,-92.008545,Westmost point
Gerik,5655.636809680968,7409225.273689157,395,Thailand,12994.46,22169.527997374378,5.616042137000079,101.13446807900004,Southmost point,Malaysia,11986.41,32366.37866636621,5.347669126000079,100.8492965710002,Kedah southeastmost point,AardvarkChan🇭🇰,10969.8,76793.42927652261,4.853241,100.73234,,Ecuador,414.48,18355882.24676751,1.681112,-92.007484,Northwestmost point
Yala (Thailand),5669.4988558855885,7353735.240458331,394,Thailand,12996.03,15909.496190335636,6.68280983000011,101.28922271800008,Yala northmost point,Malaysia,11985.18,37274.078225886326,6.261081220000173,101.09410095200008,Kedah northeastmost point,pandem,10960.19,115267.06783272431,6.125505,102.237284,,Peru,401.91,18406194.883311585,-18.116435442999943,-69.81620397099994,Tacna southeastmost point
Rayong,5751.8777557755775,7023971.998451599,382,Thailand,12994.28,22899.278436796045,12.83184827724611,101.4016702831999,Rayong pole of inaccessibility,Cutesy Hawk Tuah Skibidi Bear :3,11982.04,49846.80206847422,12.9425,100.884611,,shaydeyyyy,10976.44,50225.12572810158,12.95304,100.88823,,Peru,365.71,18551087.34833831,-2.506207227999938,-70.30043029799998,Northeastmost point
Chachoengsao,5766.026622662266,6967333.8561835475,381,Rikk,12999.9,394.8981540394893,13.68903,101.075114,,Thailand,11991.32,12694.844663027794,13.642280578000111,100.9639892580002,Samut Prakan eastmost point,stupiddrew9,10981.48,30064.137806682007,13.694199,100.793348,,Peru,392.84,18442476.10061149,-0.038959409999904,-75.18869018599992,Northmost point
